url_article,Date,Auteur,Titre,Annee
https://pubmed.ncbi.nlm.nih.gov/23325355/#affiliation-1,['2013 Jul 21;'],"['Ketan Gajjar', 'Júlio Trevisan', 'Patrick J Keating', 'Helen F Stringfellow', 'Francis L Martin']",Fourier-transform infrared spectroscopy coupled with a classification machine for the analysis of blood plasma or serum: a novel diagnostic approach for ovarian cancer,2013
https://pubmed.ncbi.nlm.nih.gov/29094713/#affiliation-1,['2017 Nov 1;'],['Thomas R Insel'],Join the disruptors of health science,2017
https://pubmed.ncbi.nlm.nih.gov/31417397/#affiliation-1,['2019 Jul 31;'],"['Moritz Böhle', '\n              2\n            ', '\n              1\n            ', 'Martin Weygandt', '\n              3\n            ', '\n              1\n            ']",Layer-Wise Relevance Propagation for Explaining Deep Neural Network Decisions in MRI-Based Alzheimer's Disease Classification,2019
https://pubmed.ncbi.nlm.nih.gov/22768892/#affiliation-1,['2012 May 1;'],"['Pau Herrero', 'Pantelis Georgiou', 'Desmond G Johnston']",A bio-inspired glucose controller based on pancreatic β-cell physiology,2012
https://pubmed.ncbi.nlm.nih.gov/31857725/#affiliation-1,['2020 Mar;'],"['Oleg Blyuss', '\n              2\n            ', 'Alexey Zaikin', '\n              5\n            ', 'Valeriia Cherepanova', 'Daniel Munblit', '\n              7\n            ', '\n              8\n            ', '\n              8\n            ', '\n              9\n            ', '\n              10\n            ']","Development of PancRISK, a urine biomarker-based risk score for stratified screening of pancreatic cancer patients",2020
https://pubmed.ncbi.nlm.nih.gov/22992788/#affiliation-1,['2012 Dec;'],"['Mingyong Han', 'Jianjian Dai', 'Qi Lin', 'Xiaoya Xu', 'Jihui Jia']",Support vector machines coupled with proteomics approaches for detecting biomarkers predicting chemotherapy resistance in small cell lung cancer,2012
https://pubmed.ncbi.nlm.nih.gov/26262371/#affiliation-1,['2015;'],"['Hendrik Nienhoff', 'Ursula Huebner', 'Andreas Frey', 'Mareike Przysucha', 'Michio Kimura']",Restricted Versus Unrestricted Search Space: Experience from Mining a Large Japanese Database,2015
https://pubmed.ncbi.nlm.nih.gov/27111119/#affiliation-1,['2015;'],"['Sara Althari', 'Anna L Gloyn']",When is it MODY? Challenges in the Interpretation of Sequence Variants in MODY Genes,2015
https://pubmed.ncbi.nlm.nih.gov/27199552/#affiliation-1,['2016 May 9;'],"['William Seffens', 'Chad Evans', 'Minority Health-GRID Network', '\n              2\n            ']",Machine Learning Data Imputation and Classification in a Multicohort Hypertension Clinical Study,2016
https://pubmed.ncbi.nlm.nih.gov/33062803/#affiliation-1,['2020 Sep;'],"['John D Bukowy', 'Halle Foss', 'Sean D McGarry', 'Allison K Lowman', 'Sarah L Hurrell', 'Kenneth A Iczkowski', '\n              5\n            ', '\n              6\n            ', '\n              3\n            ', '\n              2\n            ', '\n              7\n            ', '\n              2\n            ', '\n              5\n            ', '\n              5\n            ', '\n              4\n            ', 'Andrew S Nencka', 'Tyler Ethridge', 'David F Jarrard', 'Peter S LaViolette', '\n              10\n            ']",Accurate segmentation of prostate cancer histomorphometric features using a weakly supervised convolutional neural network,2020
https://pubmed.ncbi.nlm.nih.gov/15691257/#affiliation-1,['2005 Feb;'],"['Stefania Seidenari', 'Giovanni Pellacani']",Colors in atypical nevi: a computer description reproducing clinical assessment,2005
https://pubmed.ncbi.nlm.nih.gov/11084405/#affiliation-1,['2000 Nov;'],"['E Zapater', 'S Moreno', 'A Campos', 'J Basterra']",Contribution of artificial intelligence to the knowledge of prognostic factors in laryngeal carcinoma,2000
https://pubmed.ncbi.nlm.nih.gov/28410780/#affiliation-1,['2017 Sep;'],"['Veruska Zamborlini', 'Marcos da Silveira', 'Cedric Pruski', 'Annette Ten Teije', 'Edwin Geleijn', 'Marike van der Leeden', 'Martijn Stuiver', 'Frank van Harmelen']",Analyzing interactions on combining multiple clinical guidelines,2017
https://pubmed.ncbi.nlm.nih.gov/23428610/#affiliation-1,['2013 Jul;'],"['Nicolas Navoret', 'Sabir Jacquir', 'Stéphane Binczak']",Detection of complex fractionated atrial electrograms using recurrence quantification analysis,2013
https://pubmed.ncbi.nlm.nih.gov/17520627/#affiliation-1,['2006 Jun;'],"['S Chibbaro', 'L Tacconi']",Image-guided microneurosurgical management of vascular lesions using navigated computed tomography angiography. An advanced IGS technology application,2006
https://pubmed.ncbi.nlm.nih.gov/14706060/#affiliation-1,['2004 Jan;'],"['D Usher', 'M Dumskyj', 'T H Williamson', 'J Boyce']",Automated detection of diabetic retinopathy in digital retinal images: a tool for diabetic retinopathy screening,2004
https://pubmed.ncbi.nlm.nih.gov/32346642/#affiliation-1,['2020 Apr 28;'],"['Yuichi Mori', 'Shin-Ei Kudo', 'Masashi Misawa', 'Kenichi Takeda', 'Toyoki Kudo', 'Hayato Itoh', 'Masahiro Oda', 'Kensaku Mori']",How Far Will Clinical Application of AI Applications Advance for Colorectal Cancer Diagnosis?,2020
https://pubmed.ncbi.nlm.nih.gov/10518049/#affiliation-1,['1999 Oct;'],"['M Taboada', 'M Lama', 'R Marin', 'F Palacios']",A problem-solving method for 'unprotocolised' therapy administration task in medicine,1999
https://pubmed.ncbi.nlm.nih.gov/23881898/#affiliation-1,['2014 May;'],"['Natalie A Pride', 'Mayuresh S Korgaonkar', 'Jonathan M Payne', 'Kathryn N North']",The genetic and neuroanatomical basis of social dysfunction: lessons from neurofibromatosis type 1,2014
https://pubmed.ncbi.nlm.nih.gov/22627647/#affiliation-1,['2012 Aug;'],"['Kim N Danforth', 'Megan I Early', 'Anne E Kosco', 'Michael K Gould']","Automated identification of patients with pulmonary nodules in an integrated health system using administrative health plan data, radiology reports, and natural language processing",2012
https://pubmed.ncbi.nlm.nih.gov/17500464/#affiliation-1,['2007 Apr;'],"['Jiazheng Shi', 'Berkman Sahiner', 'Lubomir Hadjiiski', 'Philip N Cascade', 'Ella A Kazerooni', 'Jun Wei']",Pulmonary nodule registration in serial CT scans based on rib anatomy and nodule template matching,2007
https://pubmed.ncbi.nlm.nih.gov/19253574/#affiliation-1,['2008 Nov;'],"['Li-Jie Hunag', 'Sheng Yang', 'Ya-Jun Wang']",[Design of microvolt T wave alternans detecting system based on wireless and USB communication],2008
https://pubmed.ncbi.nlm.nih.gov/24784366/#affiliation-1,['2014 May;'],"['Gregory Sharp', 'Karl D Fritscher', 'Vladimir Pekar', 'Marta Peroni', 'Nadya Shusharina', 'Harini Veeraraghavan', 'Jinzhong Yang']",Vision 20/20: perspectives on automated image segmentation for radiotherapy,2014
https://pubmed.ncbi.nlm.nih.gov/23920829/#affiliation-1,['2013;'],"['Min-A Hwang', 'Eun-Mi Jo', 'Dong In Suh']",Development of an early detection and monitoring system for deteriorating patients,2013
https://pubmed.ncbi.nlm.nih.gov/30356422/#affiliation-1,['2018 Sep 25;'],"['Meenakshi M Pawar', 'Sanjay N Talbar', 'Akshay Dudhane']",Local Binary Patterns Descriptor Based on Sparse Curvelet Coefficients for False-Positive Reduction in Mammograms,2018
https://pubmed.ncbi.nlm.nih.gov/21456869/#affiliation-1,['2011 Mar;'],"['Sila Kurugol', 'Jennifer G Dy', 'Milind Rajadhyaksha']",Pilot study of semiautomated localization of the dermal/epidermal junction in reflectance confocal microscopy images of skin,2011
https://pubmed.ncbi.nlm.nih.gov/33148020/#affiliation-1,[],"['Atsushi Ikeda', 'Hirokazu Nosato', 'Yuta Kochi', '\n              3\n            ', '\n              4\n            ', '\n              4\n            ', '\n              2\n            ', 'Masahiro Murakawa', '\n              3\n            ', '\n              1\n            ']",Cystoscopic Imaging for Bladder Cancer Detection Based on Stepwise Organic Transfer Learning with a Pretrained Convolutional Neural Network,20 D
https://pubmed.ncbi.nlm.nih.gov/16179208/#affiliation-1,['2005 Oct;'],"['Sumit K Shah', 'Michael F McNitt-Gray', 'Jonathan G Goldin', 'James W Sayre', 'Hyun J Kim']",Computer aided characterization of the solitary pulmonary nodule using volumetric and contrast enhancement features,2005
https://pubmed.ncbi.nlm.nih.gov/17936016/#affiliation-1,['2008 Jan 1;'],"['F DuBois Bowman', 'Brian Caffo', 'Clinton Kilts']",A Bayesian hierarchical framework for spatial modeling of fMRI data,2008
https://pubmed.ncbi.nlm.nih.gov/30738372/#affiliation-1,['2019;'],"['Roisin McMackin', 'Peter Bede', 'Niall Pender', 'Orla Hardiman', 'Bahman Nasseroleslami']",Neurophysiological markers of network dysfunction in neurodegenerative diseases,2019
https://pubmed.ncbi.nlm.nih.gov/32164298/#affiliation-1,['2020 Mar 10;'],"['Tahir Mahmood', 'Muhammad Arsalan', 'Muhammad Owais', 'Min Beom Lee', 'Kang Ryoung Park']",Artificial Intelligence-Based Mitosis Detection in Breast Cancer Histopathology Images Using Faster R-CNN and Deep CNNs,2020
https://pubmed.ncbi.nlm.nih.gov/20175484/#affiliation-1,['2010 Jan;'],"['Ke Nie', 'Daniel Chang', 'Chieh-Chih Hsu', 'Min-Ying Su']",Quantitative analysis of breast parenchymal patterns using 3D fibroglandular tissues segmented based on MRI,2010
https://pubmed.ncbi.nlm.nih.gov/31798900/#affiliation-1,['2019 Nov 2;'],"['Carolyn E Cesta', 'Jacqueline M Cohen', 'Laura Pazzagli', 'Brian T Bateman', '\n              4\n            ', '\n              1\n            ', 'Kristjana Einarsdóttir', 'Kari Furu', '\n              7\n            ', '\n              8\n            ', '\n              9\n            ', '\n              10\n            ', '\n              3\n            ', '\n              2\n            ', '\n              1\n            ', 'Jiong Li', 'Maarit K Leinonen', 'Hanne L Gulseth', 'Duong Tran', 'Yongfu Yu', 'Helga Zoega', '\n              8\n            ', '\n              1\n            ']",Antidiabetic medication use during pregnancy: an international utilization study,2019
https://pubmed.ncbi.nlm.nih.gov/33508008/#affiliation-1,['2021 Jan 28;'],"['Gabriel Z Espinoza', 'Rafaela M Angelo', 'Patricia R Oliveira', 'Kathia M Honorio', '\n              2\n            ']",Evaluating Deep Learning models for predicting ALK-5 inhibition,2021
https://pubmed.ncbi.nlm.nih.gov/20491597/#affiliation-1,['2010 Jul;'],"['Anant Madabhushi', 'Scott Doyle', 'Ajay Basavanhally', 'Steve Masters', 'Michael Feldman']",Integrated diagnostics: a conceptual framework with examples,2010
https://pubmed.ncbi.nlm.nih.gov/30140941/#affiliation-1,['2018 Dec;'],"['Michael C Pace', 'Guilian Xu', 'Susan Fromholt', 'John Howard', 'Keith Crosby', 'Benoit I Giasson', 'Jada Lewis', 'David R Borchelt', '\n              4\n            ']",Changes in proteome solubility indicate widespread proteostatic disruption in mouse models of neurodegenerative disease,2018
https://pubmed.ncbi.nlm.nih.gov/19813633/#affiliation-1,['2009 Aug;'],"['Xingjuan Deng', 'Ji Chen']",[Detection of endpoint for segmentation between consonants and vowels in aphasia rehabilitation software based on artificial intelligence scheduling],2009
https://pubmed.ncbi.nlm.nih.gov/32052311/#affiliation-1,['2020 Jul;'],"['Michiro Sasaki', 'Mitsuhiro Tozaki', 'Alejandro Rodríguez-Ruiz', 'Daisuke Yotsumoto', 'Yumi Ichiki', 'Aiko Terawaki', 'Shunichi Oosako', 'Yasuaki Sagara', 'Yoshiaki Sagara']",Artificial intelligence for breast cancer detection in mammography: experience of use of the ScreenPoint Medical Transpara system in 310 Japanese women,2020
https://pubmed.ncbi.nlm.nih.gov/23063512/#affiliation-1,['2012 Dec;'],"['Menashi A Cohenford', 'SeungJin Lim', 'Muhammad A Chaudhry', 'Emily Beckelhimer']",FT-IR microspectroscopy of mouse colon tissues: insight into the chemistry of carcinogenesis and diagnostic potential,2012
https://pubmed.ncbi.nlm.nih.gov/17946480/#affiliation-1,['2006;'],"['Natalia M Arzeno', 'Chi-Sang Poon']",Quantitative analysis of QRS detection algorithms based on the first derivative of the ECG,2006
https://pubmed.ncbi.nlm.nih.gov/20570118/#affiliation-1,['2010 Sep;'],"['Michael C Lee', 'Lilla Boroczky', 'Aaron D Cann', 'Steven M Kawut']",Computer-aided diagnosis of pulmonary nodules using a two-step approach for feature selection and classifier ensemble construction,2010
https://pubmed.ncbi.nlm.nih.gov/33290771/#affiliation-1,['2020 Dec 5;'],"['Chang Seok Bang', 'Jae Jun Lee', 'Gwang Ho Baik']",Computer-aided diagnosis of esophageal cancer and neoplasms in endoscopic images: a systematic review and meta-analysis of diagnostic test accuracy,2020
https://pubmed.ncbi.nlm.nih.gov/17242235/#affiliation-1,['2007 Feb;'],"['Myria Petrou', 'Leslie E Quint', 'Laurence H Baker']",Pulmonary nodule volumetric measurement variability as a function of CT slice thickness and nodule morphology,2007
https://pubmed.ncbi.nlm.nih.gov/31731350/#affiliation-1,['2019 Sep 30;'],"['Miin-Shen Yang', 'Wajid Ali']",Fuzzy Gaussian Lasso clustering with application to cancer data,2019
https://pubmed.ncbi.nlm.nih.gov/23017192/#affiliation-1,['2013 Feb;'],"['Gilad Liberman', 'Yoram Louzoun', 'Deborah T Blumenthal', 'Mika Palmon', 'Dafna Ben Bashat']",Automatic multi-modal MR tissue classification for the assessment of response to bevacizumab in patients with glioblastoma,2013
https://pubmed.ncbi.nlm.nih.gov/31972254/#affiliation-1,['2020 Jan 20;'],"['George A Zakhem', 'Joseph W Fakhoury', 'Catherine C Motosko', 'Roger S Ho']",Characterizing the role of dermatologists in developing artificial intelligence for assessment of skin cancer: A systematic review,2020
https://pubmed.ncbi.nlm.nih.gov/23735528/#affiliation-1,['2013 Jun;'],"['Shigeki Hirano', 'Makiko Yamada']",[Network analyses in neuroimaging studies],2013
https://pubmed.ncbi.nlm.nih.gov/33300162/#affiliation-1,['2021 Feb;'],"['Sunyi Zheng', 'Ludo J Cornelissen', 'Xiaonan Cui', 'Xueping Jing', 'Raymond N J Veldhuis', 'Matthijs Oudkerk', 'Peter M A van Ooijen']",Deep convolutional neural networks for multiplanar lung nodule detection: Improvement in small nodule identification,2021
https://pubmed.ncbi.nlm.nih.gov/12381310/#affiliation-1,['2002 Oct 25;'],"['Lilia M Iakoucheva', 'Celeste J Brown', 'Zoran Obradović']",Intrinsic disorder in cell-signaling and cancer-associated proteins,2002
https://pubmed.ncbi.nlm.nih.gov/25107617/#affiliation-1,['2013 Apr;'],"['Firdaus Janoos', 'Gregory Brown', 'William M Wells 3rd']",State-space analysis of working memory in schizophrenia: an fBIRN study,2013
https://pubmed.ncbi.nlm.nih.gov/24837210/#affiliation-1,['2014 Aug;'],"['Esther Walton', 'Jingyu Liu', 'Johanna Hass', 'Tonya White', 'Markus Scholz', 'Veit Roessner', 'Randy Gollub', 'Vince D Calhoun', 'Stefan Ehrlich']",MB-COMT promoter DNA methylation is associated with working-memory processing in schizophrenia patients and healthy controls,2014
https://pubmed.ncbi.nlm.nih.gov/10761142/#affiliation-1,['2000;'],"['L M Shi', 'Y Fan', 'M Waltham', 'U Scherf', 'J N Weinstein']",Mining and visualizing large anticancer drug discovery databases,2000
https://pubmed.ncbi.nlm.nih.gov/25823399/#affiliation-1,['2015 May;'],"['Shuraku Son', 'Manabu Kubota', 'Jun Miyata', 'Hidenao Fukuyama', 'Toshihiko Aso', 'Shin-ichi Urayama', 'Toshiya Murai', 'Hidehiko Takahashi']",Creativity and positive symptoms in schizophrenia revisited: Structural connectivity analysis with diffusion tensor imaging,2015
https://pubmed.ncbi.nlm.nih.gov/11317468/#affiliation-1,['2001 Apr;'],"['B W Bode', 'H Sabbah']",What's ahead in glucose monitoring? New techniques hold promise for improved ease and accuracy,2001
https://pubmed.ncbi.nlm.nih.gov/19261947/#affiliation-1,['2009;'],"['Alexander Turchin', 'Maria Shubina', 'Merri L Pendergrass']",Comparison of information content of structured and narrative text data sources on the example of medication intensification,2009
https://pubmed.ncbi.nlm.nih.gov/19530130/#affiliation-1,['2009 Jun;'],"['Gerhard-Wilhelm Weber', 'Süreyya Ozöğür-Akyüz']",A review on data mining and continuous optimization applications in computational biology and medicine,2009
https://pubmed.ncbi.nlm.nih.gov/33298915/#affiliation-1,['2020 Dec 9;'],"['Emma C Jappe', '\n              2\n            ', '\n              1\n            ', '\n              3\n            ', '\n              3\n            ', '\n              3\n            ', '\n              3\n            ', '\n              1\n            ', '\n              4\n            ', '\n              5\n            ', '\n              6\n            ']",Thermostability profiling of MHC-bound peptides: a new dimension in immunopeptidomics and aid for immunotherapy design,2020
https://pubmed.ncbi.nlm.nih.gov/23922124/#affiliation-1,['2013 Aug;'],"['Siavash Yousefi', 'Zhongwei Zhi']",Label-free optical lymphangiography: development of an automatic segmentation method applied to optical coherence tomography to visualize lymphatic vessels using Hessian filters,2013
https://pubmed.ncbi.nlm.nih.gov/26869285/#affiliation-1,['2016 May;'],"['Shuangtao Zhao', '\n              2\n            ', 'Xiaoli Dong', '\n              2\n            ', '\n              1\n            ', 'Zhen Ye', '\n              2\n            ', '\n              1\n            ', '\n              3\n            ']",Machine learning-based classification of diffuse large B-cell lymphoma patients by eight gene expression profiles,2016
https://pubmed.ncbi.nlm.nih.gov/33022947/#affiliation-1,['2020 Oct 3;'],"['Muhammad Waqas Nadeem', '\n              2\n            ', '\n              1\n            ', '\n              2\n            ', '\n              3\n            ', '\n              2\n            ', '\n              1\n            ']","Bone Age Assessment Empowered with Deep Learning: A Survey, Open Research Challenges and Future Directions",2020
